Symbol,Company Name,TotalIssuedShares,PromoterHoldingShares,PromoterHoldingPctTotal,PromoterEncumberedShares,PromoterEncumberedPctPromoter,PromoterEncumberedPctTotal,PromoterEncumberedValueCr,PromoterDisclosure,DepositoryPledgedShares,TotalDematShares,DepositoryPledgePctDemat,DepositoryPledgedValueCr,SourceURL,RetrievedAt,Status
CONFIPET,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=CONFIPET,2026-09-17T03:36:01.381712+00:00,NO_NSE_NAVIGATION
GANDHAR,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=GANDHAR,2026-09-17T03:36:17.549328+00:00,NO_NSE_NAVIGATION
SIGIND,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=SIGIND,2026-09-17T03:36:33.560460+00:00,NO_NSE_NAVIGATION
INDORAMA,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=INDORAMA,2026-09-17T03:36:49.585742+00:00,NO_NSE_NAVIGATION
NURECA,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=NURECA,2026-09-17T03:37:05.361265+00:00,NO_NSE_NAVIGATION
BHAGERIA,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=BHAGERIA,2026-09-17T03:37:21.457985+00:00,NO_NSE_NAVIGATION
PKTEA,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=PKTEA,2026-09-17T03:37:37.356969+00:00,NO_NSE_NAVIGATION
APLLTD,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=APLLTD,2026-09-17T03:37:53.182273+00:00,NO_NSE_NAVIGATION
ALEMBICLTD,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=ALEMBICLTD,2026-09-17T03:38:09.307782+00:00,NO_NSE_NAVIGATION
DIAMONDYD,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=DIAMONDYD,2026-09-17T03:38:25.270950+00:00,NO_NSE_NAVIGATION
SRHHYPOLTD,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=SRHHYPOLTD,2026-09-17T03:38:42.545646+00:00,NO_NSE_NAVIGATION
THANGAMAYL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=THANGAMAYL,2026-09-17T03:38:59.135601+00:00,NO_NSE_NAVIGATION
