Symbol,PromoterEntity,WindowDays,BuyTransactions,BuyValue,SellTransactions,SellValue,NetBuyValue,FirstTransactionDate,LastTransactionDate
AEROENTER,A Flex Invest Private Limited,7,0,0.0,0,0.0,0.0,11-06-2026,17-06-2026
AEROENTER,A Flex Invest Private Limited,30,0,0.0,0,0.0,0.0,11-06-2026,17-06-2026
AEROENTER,A Flex Invest Private Limited,90,2,32154000.0,0,0.0,32154000.0,11-06-2026,17-06-2026
ALEMBICLTD,Nirayu Private Limited,7,0,0.0,0,0.0,0.0,17-08-2026,02-09-2026
ALEMBICLTD,Nirayu Private Limited,30,6,85826103.0,0,0.0,85826103.0,17-08-2026,02-09-2026
ALEMBICLTD,Nirayu Private Limited,90,6,85826103.0,0,0.0,85826103.0,17-08-2026,02-09-2026
ALMONDZ,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,7,0,0.0,0,0.0,0.0,27-08-2026,04-09-2026
ALMONDZ,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,30,6,11994750.0,0,0.0,11994750.0,27-08-2026,04-09-2026
ALMONDZ,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,90,6,11994750.0,0,0.0,11994750.0,27-08-2026,04-09-2026
APLLTD,Nirayu Private Limited,7,0,0.0,0,0.0,0.0,11-06-2026,18-06-2026
APLLTD,Nirayu Private Limited,30,0,0.0,0,0.0,0.0,11-06-2026,18-06-2026
APLLTD,Nirayu Private Limited,90,2,20970242.0,0,0.0,20970242.0,11-06-2026,18-06-2026
ARSSBL,Asha Biyani,7,0,0.0,0,0.0,0.0,16-06-2026,16-06-2026
ARSSBL,Asha Biyani,30,0,0.0,0,0.0,0.0,16-06-2026,16-06-2026
ARSSBL,Asha Biyani,90,2,21801382.0,0,0.0,21801382.0,16-06-2026,16-06-2026
ASAHIINDIA,LANS Business LLP,7,0,0.0,0,0.0,0.0,29-06-2026,29-06-2026
ASAHIINDIA,LANS Business LLP,30,0,0.0,0,0.0,0.0,29-06-2026,29-06-2026
ASAHIINDIA,LANS Business LLP,90,1,4251250.0,0,0.0,4251250.0,29-06-2026,29-06-2026
ASAHIINDIA,M N Chaitanya,7,0,0.0,0,0.0,0.0,22-06-2026,22-06-2026
ASAHIINDIA,M N Chaitanya,30,0,0.0,0,0.0,0.0,22-06-2026,22-06-2026
ASAHIINDIA,M N Chaitanya,90,0,0.0,0,0.0,0.0,22-06-2026,22-06-2026
ASAHIINDIA,Malathi Raghunand,7,0,0.0,0,0.0,0.0,17-06-2026,22-06-2026
ASAHIINDIA,Malathi Raghunand,30,0,0.0,0,0.0,0.0,17-06-2026,22-06-2026
ASAHIINDIA,Malathi Raghunand,90,0,0.0,0,0.0,0.0,17-06-2026,22-06-2026
ASAHIINDIA,Manjula Milind Pishawikar,7,0,0.0,0,0.0,0.0,22-06-2026,22-06-2026
ASAHIINDIA,Manjula Milind Pishawikar,30,0,0.0,0,0.0,0.0,22-06-2026,22-06-2026
ASAHIINDIA,Manjula Milind Pishawikar,90,0,0.0,0,0.0,0.0,22-06-2026,22-06-2026
ASAHIINDIA,Padma N Rao,7,0,0.0,0,0.0,0.0,22-06-2026,22-06-2026
ASAHIINDIA,Padma N Rao,30,0,0.0,0,0.0,0.0,22-06-2026,22-06-2026
ASAHIINDIA,Padma N Rao,90,0,0.0,0,0.0,0.0,22-06-2026,22-06-2026
ASAHIINDIA,Sangeeta Kaul,7,0,0.0,0,0.0,0.0,13-08-2026,13-08-2026
ASAHIINDIA,Sangeeta Kaul,30,0,0.0,0,0.0,0.0,13-08-2026,13-08-2026
ASAHIINDIA,Sangeeta Kaul,90,0,0.0,0,0.0,0.0,13-08-2026,13-08-2026
ASAHIINDIA,Shalinee Gurtu,7,0,0.0,0,0.0,0.0,13-08-2026,13-08-2026
ASAHIINDIA,Shalinee Gurtu,30,0,0.0,0,0.0,0.0,13-08-2026,13-08-2026
ASAHIINDIA,Shalinee Gurtu,90,0,0.0,0,0.0,0.0,13-08-2026,13-08-2026
ASAHISONG,Arjun Gokul Jaykrishna,7,0,0.0,0,0.0,0.0,11-08-2026,11-08-2026
ASAHISONG,Arjun Gokul Jaykrishna,30,0,0.0,0,0.0,0.0,11-08-2026,11-08-2026
ASAHISONG,Arjun Gokul Jaykrishna,90,1,3381000.0,0,0.0,3381000.0,11-08-2026,11-08-2026
ASHAPURMIN,CHETAN NAVNITLAL SHAH,7,0,0.0,0,0.0,0.0,26-08-2026,27-08-2026
ASHAPURMIN,CHETAN NAVNITLAL SHAH,30,2,29200553.0,0,0.0,29200553.0,26-08-2026,27-08-2026
ASHAPURMIN,CHETAN NAVNITLAL SHAH,90,2,29200553.0,0,0.0,29200553.0,26-08-2026,27-08-2026
ASHAPURMIN,Dina Chetan Shah,7,0,0.0,0,0.0,0.0,01-09-2026,01-09-2026
ASHAPURMIN,Dina Chetan Shah,30,0,0.0,0,0.0,0.0,01-09-2026,01-09-2026
ASHAPURMIN,Dina Chetan Shah,90,0,0.0,0,0.0,0.0,01-09-2026,01-09-2026
ASHAPURMIN,Himani Ankur Shah Family Trust,7,0,0.0,0,0.0,0.0,01-09-2026,01-09-2026
ASHAPURMIN,Himani Ankur Shah Family Trust,30,0,0.0,0,0.0,0.0,01-09-2026,01-09-2026
ASHAPURMIN,Himani Ankur Shah Family Trust,90,0,0.0,0,0.0,0.0,01-09-2026,01-09-2026
ASTERDM,Union (Mauritius) Holdings Limited,7,0,0.0,0,0.0,0.0,31-08-2026,02-09-2026
ASTERDM,Union (Mauritius) Holdings Limited,30,3,3795783565.0,0,0.0,3795783565.0,31-08-2026,02-09-2026
ASTERDM,Union (Mauritius) Holdings Limited,90,3,3795783565.0,0,0.0,3795783565.0,31-08-2026,02-09-2026
