Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
MSPL,MSP STEEL & POWER LIMITED,1164730334.0,27790849.0,24,22-06-2026,27790849.0,24,1164730334.0,41.91,0.0,0,116.47,1164730334.0,0.0,1164730334.0,0.0,False,False,False,34.11,41.61,38.55,35.6,8.7,-18.6,18.6,1945.0,14.0,4.0,53.0,890.0,0.39,9.71,0.31,True,6.0,5.988,20,21,10,0,51,Buy on Breakout
STYLAMIND,STYLAM INDUSTRIES LIMITED,1048761000.0,466116.0,1,06-05-2026,466116.0,1,1048761000.0,2250.0,0.0,0,104.88,1048761000.0,0.0,1048761000.0,0.0,False,False,False,3723.7,54.61,3347.42,2533.73,68.9,65.5,65.5,6328.0,37.4,10.0,69.0,39.0,28.41,26.6,0.04,True,21.0,1.657,17,30,25,0,72,Strong Buy Setup
EUROPRATIK,Euro Pratik Sales Limited,927141636.0,3499856.0,8,29-05-2026,3499856.0,8,927141636.0,264.91,0.0,0,92.71,927141636.0,0.0,927141636.0,0.0,False,False,False,274.3,70.09,295.4,279.89,16.9,3.5,3.5,2807.0,48.8,-3.0,11.0,3.0,1.05,29.6,0.03,True,24.0,3.303,25,13,15,0,53,Buy on Breakout
THOMASCOOK,THOMAS COOK (INDIA) LIMITED,483974535.0,4427617.0,4,11-06-2026,4427617.0,4,483974535.0,109.31,0.0,0,48.4,483974535.0,0.0,483974535.0,0.0,False,False,False,103.0,72.34,105.98,116.39,-11.0,-5.8,5.8,4813.0,38.6,0.0,42.0,8.0,1.25,9.69,0.06,True,5.0,1.006,25,14,0,0,39,Fundamental Watch
NIITLTD,NIIT Limited,479993631.0,5418000.0,8,09-06-2026,5418000.0,8,479993631.0,88.59,0.0,0,48.0,479993631.0,0.0,479993631.0,0.0,False,False,False,93.01,34.81,97.49,83.99,18.1,5.0,5.0,1271.0,153.0,34.0,-2.0,-78.0,0.79,-0.32,0.0,False,-2.2,3.777,20,8,20,-5,43,Watchlist
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,309399372.0,570298.0,12,17-08-2026,570298.0,12,309399372.0,542.52,0.0,0,30.94,309399372.0,0.0,309399372.0,0.0,False,False,False,443.8,57.33,497.37,503.29,-8.0,-18.2,18.2,994.0,17.6,13.0,15.0,35.0,5.02,22.1,0.02,True,21.0,3.113,20,20,0,0,40,Watchlist
SUMEETINDS,SUMEET INDUSTRIES LIMITED,235458000.0,15900000.0,5,14-08-2026,15900000.0,5,235458000.0,14.81,0.0,0,23.55,235458000.0,0.0,235458000.0,0.0,False,False,False,13.38,21.07,25.89,28.63,-49.9,-9.7,9.7,930.0,37.6,9.0,8.47,128.0,0.02,14.4,0.76,False,3.11,2.532,20,7,0,-2,25,Avoid
APLLTD,Alembic Pharmaceuticals Limited,196758774.0,261110.0,6,18-06-2026,261110.0,6,196758774.0,753.55,0.0,0,19.68,196758774.0,0.0,196758774.0,0.0,False,False,False,826.5,69.61,804.51,796.26,2.5,9.7,9.7,16199.0,20.5,16.0,346.0,88.0,10.02,12.3,0.21,True,19.0,0.121,20,26,30,0,76,Strong Buy Setup
PNGSREVA,PNGS REVA DIAMOND JEWELLERY LIMITED,138693680.0,370238.0,5,25-06-2026,365238.0,4,138693680.0,379.74,5000.0,1,13.87,138693680.0,0.0,138693680.0,0.0,False,False,False,578.0,63.09,436.63,,39.5,52.2,52.2,1817.0,21.5,581.0,34.0,881.0,8.58,22.0,0.33,False,29.0,0.763,20,24,20,0,64,Buy on Breakout
JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD,111796212.0,1263485.0,2,17-08-2026,1263485.0,2,111796212.0,88.48,0.0,0,11.18,111796212.0,0.0,111796212.0,0.0,False,False,False,88.15,50.68,85.51,86.34,3.4,-0.4,0.4,253.0,,6.0,5.54,-147.0,-2.14,0.93,1.09,False,2.73,4.419,17,0,15,-2,30,Fundamental Watch
GRMOVER,GRM OVERSEAS LIMITED,108709329.0,1137827.0,6,24-06-2026,1137827.0,6,108709329.0,95.54,0.0,0,10.87,108709329.0,0.0,108709329.0,0.0,False,False,False,87.4,71.72,92.2,205.06,-46.2,-8.5,8.5,1815.0,32.8,39.0,31.0,8.0,0.9,11.3,0.67,False,9.0,0.599,25,10,0,0,35,Fundamental Watch
TRUALT,TRUALT BIOENERGY LIMITED,102230903.0,215306.0,5,12-08-2026,215306.0,5,102230903.0,474.82,0.0,0,10.22,102230903.0,0.0,102230903.0,0.0,False,False,False,478.0,70.55,459.48,434.07,8.6,0.7,0.7,4061.0,28.4,2.0,127.0,-14.0,6.41,9.89,1.05,False,21.0,0.252,25,5,25,0,55,Buy on Breakout
PONNIERODE,PONNI SUGARS (ERODE) LIMITED,101498680.0,290000.0,1,17-08-2026,290000.0,1,101498680.0,350.0,0.0,0,10.15,101498680.0,0.0,101498680.0,0.0,False,False,False,360.35,42.36,321.2,292.34,31.5,3.0,3.0,309.0,10.3,22.0,-1.78,175.0,-1.43,7.27,0.0,True,-1.94,3.285,17,21,25,-2,61,Buy on Breakout
EVEREADY,EVEREADY INDUSTRIES INDIA LIMITED,99416164.0,291000.0,5,16-06-2026,291000.0,5,99416164.0,341.64,0.0,0,9.94,99416164.0,0.0,99416164.0,0.0,False,False,False,354.0,43.21,354.44,332.13,3.9,3.6,3.6,2577.0,16.2,9.0,61.0,78.0,5.08,17.3,0.33,True,15.0,0.386,20,25,20,0,65,Strong Buy Setup
AEROENTER,AEROFLEX ENTERPRISES LIMITED,89594180.0,847500.0,5,17-06-2026,847500.0,5,89594180.0,105.72,0.0,0,8.96,89594180.0,0.0,89594180.0,0.0,False,False,False,130.7,51.59,124.65,94.73,62.1,23.6,23.6,1479.0,14.7,152.0,-23.0,955.0,8.07,3.22,0.0,False,-831.0,0.606,20,15,30,-2,63,Buy on Breakout
PREMIERPOL,PREMIER POLYFILM LIMITED,83837445.0,1530733.0,9,17-06-2026,1530733.0,9,83837445.0,54.77,0.0,0,8.38,83837445.0,5525660.0,78311785.0,6.59,True,False,False,86.99,67.46,68.26,54.77,57.5,58.8,58.8,905.0,25.9,19.0,13.52,34.0,0.87,30.8,0.0,True,15.38,0.926,23,25,30,0,78,Strong Buy Setup
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,75733991.0,371000.0,5,30-06-2026,371000.0,5,75733991.0,204.13,0.0,0,7.57,75733991.0,0.0,75733991.0,0.0,False,False,False,165.0,64.08,183.3,205.32,-15.8,-19.2,19.2,669.0,14.8,-1.0,21.0,45.0,3.1,19.4,0.07,True,11.0,1.132,20,25,0,0,45,Watchlist
AJMERA,AJMERA REALTY & INFRA INDIA LIMITED,73623440.0,641000.0,4,04-06-2026,641000.0,4,73623440.0,114.86,0.0,0,7.36,73623440.0,0.0,73623440.0,0.0,False,False,False,116.4,69.74,127.68,364.62,-21.2,1.3,1.3,2296.0,19.7,18.0,46.0,-4.0,1.17,14.2,0.46,False,38.0,0.321,25,13,5,0,43,Watchlist
AURUM,Aurum PropTech Limited,70793299.0,375000.0,17,29-06-2026,375000.0,17,70793299.0,188.78,0.0,0,7.08,70793299.0,0.0,70793299.0,0.0,False,False,False,228.0,50.34,219.37,186.81,28.3,20.8,20.8,1639.0,254.0,-48.0,-3.0,2250.0,6.59,1.28,0.01,False,-5760.0,0.432,20,10,30,-5,55,Buy on Breakout
NIITMTS,NIIT Learning Systems Limited,69880862.0,312588.0,6,09-06-2026,312588.0,6,69880862.0,223.56,0.0,0,6.99,69880862.0,0.0,69880862.0,0.0,False,False,False,235.21,34.84,235.8,312.56,-39.0,5.2,5.2,3253.0,27.1,6.0,22.0,-8.0,2.06,18.3,0.03,True,16.0,0.215,15,18,10,0,43,Watchlist
PARADEEP,PARADEEP PHOSPHATES LIMITED,60024943.0,465273.0,6,19-06-2026,465273.0,6,60024943.0,129.01,0.0,0,6.0,60024943.0,0.0,60024943.0,0.0,False,False,False,147.55,56.08,140.3,137.44,20.3,14.4,14.4,15353.0,14.1,28.0,720.0,14.0,3.78,17.1,1.02,False,12.0,0.039,15,14,30,0,59,Buy on Breakout
HCLTECH,HCL Technologies Limited,52192113.0,47261.0,1,12-06-2026,47261.0,1,52192113.0,1104.34,0.0,0,5.22,52192113.0,0.0,52192113.0,0.0,False,False,False,1298.0,60.82,1218.57,1405.37,-16.3,17.5,17.5,352074.0,19.4,7.0,4158.0,44.0,25.89,53.4,0.04,True,29.0,0.001,12,30,10,0,52,Buy on Breakout
THANGAMAYL,THANGAMAYIL JEWELLERY LIMITED,52175756.0,10260.0,4,07-08-2026,10260.0,4,52175756.0,5085.36,0.0,0,5.22,52175756.0,0.0,52175756.0,0.0,False,False,False,5471.5,67.16,5884.02,4151.41,48.7,7.6,7.6,17046.0,43.4,83.0,145.0,264.0,27.38,25.5,0.64,True,5.0,0.031,20,32,25,0,77,Strong Buy Setup
IBULLSLTD,Indiabulls Limited,42690564.0,2241914.0,2,19-05-2026,2241914.0,2,42690564.0,19.04,0.0,0,4.27,42690564.0,0.0,42690564.0,0.0,False,False,False,26.92,27.46,27.86,,159.9,41.4,41.4,6283.0,,110.0,19.45,87.0,0.04,-0.33,0.16,False,56.33,0.068,12,20,15,0,47,Watchlist
STEL,STEL HOLDINGS LIMITED,41187887.0,74000.0,23,25-06-2026,74000.0,23,41187887.0,556.59,0.0,0,4.12,41187887.0,0.0,41187887.0,0.0,False,False,False,585.0,64.68,566.37,496.61,20.3,5.1,5.1,1084.0,55.2,21.0,-0.11,23.0,-0.07,1.58,0.0,False,-110.0,0.38,20,15,30,-2,63,Buy on Breakout
ALEMBICLTD,Alembic Limited,39869975.0,454376.0,1,17-08-2026,454376.0,1,39869975.0,87.75,0.0,0,3.99,39869975.0,0.0,39869975.0,0.0,False,False,False,89.6,70.88,89.24,92.21,-9.3,2.1,2.1,2310.0,18.9,8.0,14.0,-14.0,0.57,16.9,0.01,True,30.0,0.173,17,13,10,0,40,Watchlist
GEMAROMA,Gem Aromatics Limited,34481167.0,228760.0,2,04-06-2026,228760.0,2,34481167.0,150.73,0.0,0,3.45,34481167.0,0.0,34481167.0,0.0,False,False,False,170.52,55.06,183.95,174.33,-10.6,13.1,13.1,890.0,32.4,-22.0,8.51,-44.0,1.39,9.1,0.19,True,10.25,0.388,17,9,15,0,41,Watchlist
KCP,KCP LIMITED,33608678.0,208674.0,8,30-06-2026,208674.0,8,33608678.0,161.06,0.0,0,3.36,33608678.0,5240000.0,28368678.0,15.59,True,False,False,151.0,43.93,164.35,169.05,-16.0,-6.2,6.2,1957.0,16.6,10.0,18.51,186.0,0.04,14.3,0.49,True,4.76,0.172,13,21,0,-2,32,Fundamental Watch
GREENPANEL,Greenpanel Industries Limited,30280183.0,164719.0,1,22-05-2026,164719.0,1,30280183.0,183.83,0.0,0,3.03,30280183.0,0.0,30280183.0,0.0,False,False,False,170.9,53.12,191.05,214.46,-27.0,-7.0,7.0,2043.0,304.0,12.0,29.89,-69.0,0.1,-0.4,0.27,True,8.54,0.148,12,14,0,-3,23,Avoid
RGL,Renaissance Global Limited,30063761.0,297965.0,2,11-06-2026,297965.0,2,30063761.0,100.9,0.0,0,3.01,30063761.0,0.0,30063761.0,0.0,False,False,False,125.36,69.56,116.24,115.45,-2.2,24.2,24.2,1347.0,47.0,7.0,22.0,0.0,0.95,5.28,0.52,True,5.0,0.223,17,11,25,0,53,Buy on Breakout
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,29730147.0,100000.0,1,12-06-2026,100000.0,1,29730147.0,297.3,0.0,0,2.97,29730147.0,0.0,29730147.0,0.0,False,False,False,323.0,67.69,329.95,355.44,-14.1,8.6,8.6,1085.0,19.3,12.0,29.0,20.0,4.07,11.5,0.47,True,17.0,0.274,22,21,5,0,48,Watchlist
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,27753590.0,122664.0,4,30-07-2026,122664.0,4,27753590.0,226.26,0.0,0,2.78,27753590.0,0.0,27753590.0,0.0,False,False,False,231.0,42.78,227.1,243.38,-14.4,2.1,2.1,1440.0,17.1,6.0,44.0,1.0,5.33,5.09,0.0,True,9.0,0.193,15,14,10,0,39,Fundamental Watch
NCLIND,NCL INDUSTRIES LIMITED,27601195.0,154110.0,21,14-08-2026,154110.0,21,27601195.0,179.1,0.0,0,2.76,27601195.0,0.0,27601195.0,0.0,False,False,False,173.9,44.48,184.47,186.44,-10.3,-2.9,2.9,779.0,6.28,4.0,40.0,191.0,3.81,14.5,0.25,True,12.0,0.354,20,21,0,0,41,Watchlist
MANINFRA,MAN INFRACONSTRUCTION LIMITED,26297500.0,250000.0,1,25-06-2026,250000.0,1,26297500.0,105.19,0.0,0,2.63,26297500.0,0.0,26297500.0,0.0,False,False,False,106.48,67.15,104.96,113.64,-9.6,1.2,1.2,4280.0,27.9,-25.0,71.0,-11.0,1.48,10.7,0.0,True,69.0,0.061,17,14,10,0,41,Watchlist
LAOPALA,LA OPALA RG LIMITED,26086669.0,150000.0,3,08-06-2026,150000.0,3,26086669.0,173.91,0.0,0,2.61,26086669.0,0.0,26086669.0,0.0,False,False,False,190.0,65.64,184.52,193.19,-6.9,9.3,9.3,2105.0,22.3,-3.0,26.0,-4.0,2.36,14.2,0.01,True,36.0,0.124,20,14,15,0,49,Watchlist
LANDMARK,Landmark Cars Limited,20373286.0,53600.0,6,10-06-2026,53600.0,6,20373286.0,380.1,0.0,0,2.04,20373286.0,0.0,20373286.0,0.0,False,False,False,509.0,52.87,483.01,455.14,11.9,33.9,33.9,2128.0,47.7,26.0,26.0,-1.0,2.8,9.59,0.19,True,14.0,0.096,15,19,30,0,64,Buy on Breakout
NINSYS,Nintec Systems Limited,20039124.0,26000.0,17,30-06-2026,26000.0,17,20039124.0,770.74,0.0,0,2.0,20039124.0,0.0,20039124.0,0.0,False,False,False,729.0,47.23,796.25,517.7,114.5,-5.4,5.4,1376.0,46.8,17.0,10.62,17.0,4.44,52.7,0.02,True,41.45,0.145,15,25,15,0,55,Buy on Breakout
GANDHAR,Gandhar Oil Refinery (India) Limited,19941912.0,125738.0,3,16-06-2026,125738.0,3,19941912.0,158.6,0.0,0,1.99,19941912.0,0.0,19941912.0,0.0,False,False,False,255.0,64.63,207.93,159.0,69.3,60.8,60.8,2493.0,8.57,36.0,249.0,301.0,18.27,15.4,0.07,True,16.0,0.08,15,35,30,0,80,Strong Buy Setup
LIBERTSHOE,LIBERTY SHOES LIMITED,17545445.0,65000.0,2,30-06-2026,65000.0,2,17545445.0,269.93,0.0,0,1.75,17545445.0,2774200.0,14771245.0,15.81,True,False,False,246.95,58.5,257.9,262.59,-13.0,-8.5,8.5,418.0,49.0,6.0,13.51,-39.0,0.4,7.91,0.71,True,7.95,0.419,15,6,0,0,21,Avoid
