Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
MSPL,MSP STEEL & POWER LIMITED,1164730334.0,27790849.0,24,22-06-2026,27790849.0,24,1164730334.0,41.91,0.0,0,116.47,1164730334.0,0.0,1164730334.0,0.0,False,False,False,36.14,41.61,36.93,35.68,12.7,-13.8,13.8,2030.0,14.6,4.0,53.0,890.0,0.39,9.71,0.31,True,6.0,5.737,20,21,15,0,56,Buy on Breakout
DIAMONDYD,Prataap Snacks Limited,655822919.0,558463.0,5,07-08-2026,558463.0,5,655822919.0,1174.34,0.0,0,65.58,655822919.0,0.0,655822919.0,0.0,False,False,False,1155.2,69.75,1166.07,1085.58,7.9,-1.6,1.6,2755.0,216.0,6.0,19.05,194.0,1.03,3.08,0.06,True,3.87,2.38,25,21,15,-5,56,Buy on Breakout
NIITLTD,NIIT Limited,622845100.0,6800000.0,16,31-08-2026,6800000.0,16,622845100.0,91.59,0.0,0,62.28,622845100.0,0.0,622845100.0,0.0,False,False,False,97.33,34.81,98.14,83.8,35.1,6.3,6.3,1332.0,160.0,34.0,-2.0,-78.0,0.79,-0.32,0.0,False,-2.2,4.676,20,8,25,-5,48,Watchlist
THOMASCOOK,THOMAS COOK (INDIA) LIMITED,483974535.0,4427617.0,4,11-06-2026,4427617.0,4,483974535.0,109.31,0.0,0,48.4,483974535.0,0.0,483974535.0,0.0,False,False,False,106.09,72.34,105.17,113.53,1.1,-2.9,2.9,4995.0,40.1,0.0,42.0,8.0,1.25,9.71,0.06,True,5.0,0.969,25,14,10,0,49,Watchlist
SUMEETINDS,SUMEET INDUSTRIES LIMITED,235458000.0,15900000.0,5,14-08-2026,15900000.0,5,235458000.0,14.81,0.0,0,23.55,235458000.0,0.0,235458000.0,0.0,False,False,False,11.34,21.07,22.91,27.41,-56.8,-23.4,23.4,786.0,31.8,9.0,8.47,128.0,0.02,14.4,0.76,False,3.11,2.996,20,7,0,-2,25,Avoid
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,136495169.0,245394.0,12,26-08-2026,245394.0,12,136495169.0,556.23,0.0,0,13.65,136495169.0,0.0,136495169.0,0.0,False,False,False,455.25,57.33,477.78,494.04,2.9,-18.2,18.2,1014.0,17.9,13.0,15.0,35.0,5.02,22.1,0.02,True,21.0,1.346,20,20,5,0,45,Watchlist
JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD,111816242.0,1263712.0,3,18-08-2026,1263712.0,3,111816242.0,88.48,0.0,0,11.18,111816242.0,0.0,111816242.0,0.0,False,False,False,99.79,50.68,88.39,86.6,20.1,12.8,12.8,288.0,,6.0,5.54,-147.0,-2.14,0.93,1.09,False,2.73,3.882,20,0,30,-2,48,Watchlist
GRMOVER,GRM OVERSEAS LIMITED,108709329.0,1137827.0,6,24-06-2026,1137827.0,6,108709329.0,95.54,0.0,0,10.87,108709329.0,0.0,108709329.0,0.0,False,False,False,86.03,71.72,91.13,186.31,-46.6,-10.0,10.0,1781.0,32.1,39.0,31.0,8.0,0.9,11.3,0.67,False,9.0,0.61,25,10,0,0,35,Fundamental Watch
TRUALT,TRUALT BIOENERGY LIMITED,102230903.0,215306.0,5,12-08-2026,215306.0,5,102230903.0,474.82,0.0,0,10.22,102230903.0,0.0,102230903.0,0.0,False,False,False,428.85,70.55,447.6,433.97,6.3,-9.7,9.7,3673.0,25.7,2.0,127.0,-14.0,6.41,9.89,1.05,False,21.0,0.278,25,5,10,0,40,Watchlist
PONNIERODE,PONNI SUGARS (ERODE) LIMITED,101498680.0,290000.0,1,17-08-2026,290000.0,1,101498680.0,350.0,0.0,0,10.15,101498680.0,0.0,101498680.0,0.0,False,False,False,399.05,42.36,339.18,298.01,50.0,14.0,14.0,343.0,11.5,22.0,-1.78,175.0,-1.43,7.27,0.0,True,-1.94,2.959,17,21,25,-2,61,Buy on Breakout
