Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
MSPL,MSP STEEL & POWER LIMITED,1164730334.0,27790849.0,24,22-06-2026,27790849.0,24,1164730334.0,41.91,0.0,0,116.47,1164730334.0,0.0,1164730334.0,0.0,False,False,False,33.46,41.61,37.88,35.61,2.8,-20.2,20.2,1893.0,13.6,4.0,53.0,890.0,0.39,9.71,0.31,True,6.0,6.153,20,21,10,0,51,Buy on Breakout
THOMASCOOK,THOMAS COOK (INDIA) LIMITED,483974535.0,4427617.0,4,11-06-2026,4427617.0,4,483974535.0,109.31,0.0,0,48.4,483974535.0,0.0,483974535.0,0.0,False,False,False,110.42,72.34,105.68,115.0,-0.6,1.0,1.0,5186.0,41.6,0.0,42.0,8.0,1.25,9.71,0.06,True,5.0,0.933,25,14,10,0,49,Watchlist
NIITLTD,NIIT Limited,479993631.0,5418000.0,8,09-06-2026,5418000.0,8,479993631.0,88.59,0.0,0,48.0,479993631.0,0.0,479993631.0,0.0,False,False,False,102.68,34.81,98.03,83.76,34.4,15.9,15.9,1409.0,170.0,34.0,-2.0,-78.0,0.79,-0.32,0.0,False,-2.2,3.407,20,8,30,-5,53,Buy on Breakout
EUROPRATIK,Euro Pratik Sales Limited,316533310.0,1218676.0,5,29-05-2026,1218676.0,5,316533310.0,259.74,0.0,0,31.65,316533310.0,0.0,316533310.0,0.0,False,False,False,261.25,70.09,295.58,278.82,4.4,0.6,0.6,2657.0,46.2,-3.0,11.0,3.0,1.05,29.6,0.03,True,24.0,1.191,25,13,15,0,53,Buy on Breakout
SUMEETINDS,SUMEET INDUSTRIES LIMITED,235458000.0,15900000.0,5,14-08-2026,15900000.0,5,235458000.0,14.81,0.0,0,23.55,235458000.0,0.0,235458000.0,0.0,False,False,False,12.95,21.07,24.59,28.1,-45.9,-12.6,12.6,901.0,36.4,9.0,8.47,128.0,0.02,14.4,0.76,False,3.11,2.614,20,7,0,-2,25,Avoid
APLLTD,Alembic Pharmaceuticals Limited,196758774.0,261110.0,6,18-06-2026,261110.0,6,196758774.0,753.55,0.0,0,19.68,196758774.0,0.0,196758774.0,0.0,False,False,False,803.1,69.61,812.29,794.03,3.6,6.6,6.6,15830.0,20.1,16.0,346.0,88.0,10.02,12.3,0.21,True,19.0,0.124,20,26,25,0,71,Strong Buy Setup
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,127243563.0,225376.0,11,21-08-2026,225376.0,11,127243563.0,564.58,0.0,0,12.72,127243563.0,0.0,127243563.0,0.0,False,False,False,468.55,57.33,487.21,499.1,5.1,-17.0,17.0,1047.0,18.5,13.0,15.0,35.0,5.02,22.1,0.02,True,21.0,1.215,20,20,5,0,45,Watchlist
JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD,111816242.0,1263712.0,3,18-08-2026,1263712.0,3,111816242.0,88.48,0.0,0,11.18,111816242.0,0.0,111816242.0,0.0,False,False,False,106.57,50.68,87.19,86.45,27.2,20.4,20.4,308.0,,6.0,5.54,-147.0,-2.14,0.93,1.09,False,2.73,3.63,20,0,30,-2,48,Watchlist
GRMOVER,GRM OVERSEAS LIMITED,108709329.0,1137827.0,6,24-06-2026,1137827.0,6,108709329.0,95.54,0.0,0,10.87,108709329.0,0.0,108709329.0,0.0,False,False,False,89.13,71.72,91.86,196.78,-44.8,-6.7,6.7,1837.0,33.2,39.0,31.0,8.0,0.9,11.3,0.67,False,9.0,0.592,25,10,0,0,35,Fundamental Watch
TRUALT,TRUALT BIOENERGY LIMITED,102230903.0,215306.0,5,12-08-2026,215306.0,5,102230903.0,474.82,0.0,0,10.22,102230903.0,0.0,102230903.0,0.0,False,False,False,435.55,70.55,453.95,434.16,1.7,-8.3,8.3,3734.0,26.1,2.0,127.0,-14.0,6.41,9.89,1.05,False,21.0,0.274,25,5,15,0,45,Watchlist
PONNIERODE,PONNI SUGARS (ERODE) LIMITED,101498680.0,290000.0,1,17-08-2026,290000.0,1,101498680.0,350.0,0.0,0,10.15,101498680.0,0.0,101498680.0,0.0,False,False,False,402.55,42.36,330.45,295.12,49.2,15.0,15.0,346.0,11.5,22.0,-1.78,175.0,-1.43,7.27,0.0,True,-1.94,2.934,17,21,25,-2,61,Buy on Breakout
AEROENTER,AEROFLEX ENTERPRISES LIMITED,89594180.0,847500.0,5,17-06-2026,847500.0,5,89594180.0,105.72,0.0,0,8.96,89594180.0,0.0,89594180.0,0.0,False,False,False,140.74,51.59,127.6,95.98,72.4,33.1,33.1,1592.0,15.9,152.0,-23.0,955.0,8.07,3.05,0.0,False,-831.0,0.563,20,15,30,-2,63,Buy on Breakout
PNGSREVA,PNGS Reva Diamond Jewellery Limited,80168880.0,210238.0,4,25-06-2026,205238.0,3,80168880.0,390.61,5000.0,1,8.02,80168880.0,0.0,80168880.0,0.0,False,False,False,536.9,63.09,453.76,,30.4,37.5,37.5,1693.0,20.1,581.0,34.0,881.0,8.58,22.0,0.33,False,29.0,0.474,20,24,20,0,64,Buy on Breakout
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,75733991.0,371000.0,5,30-06-2026,371000.0,5,75733991.0,204.13,0.0,0,7.57,75733991.0,0.0,75733991.0,0.0,False,False,False,166.23,64.08,179.52,202.3,-12.9,-18.6,18.6,671.0,14.8,-1.0,21.0,45.0,3.1,19.4,0.07,True,11.0,1.128,20,25,0,0,45,Watchlist
PARADEEP,PARADEEP PHOSPHATES LIMITED,75084943.0,565273.0,7,19-08-2026,565273.0,7,75084943.0,132.83,0.0,0,7.51,75084943.0,0.0,75084943.0,0.0,False,False,False,159.63,56.08,142.93,136.99,31.4,20.2,20.2,16572.0,15.2,28.0,720.0,14.0,3.78,17.1,1.02,False,12.0,0.045,15,14,30,0,59,Buy on Breakout
AJMERA,AJMERA REALTY & INFRA INDIA LIMITED,73623440.0,641000.0,4,04-06-2026,641000.0,4,73623440.0,114.86,0.0,0,7.36,73623440.0,0.0,73623440.0,0.0,False,False,False,117.44,69.74,127.48,341.75,-21.1,2.2,2.2,2312.0,19.9,18.0,46.0,-4.0,1.17,14.2,0.46,False,38.0,0.318,25,13,5,0,43,Watchlist
NIITMTS,NIIT Learning Systems Limited,69880862.0,312588.0,6,09-06-2026,312588.0,6,69880862.0,223.56,0.0,0,6.99,69880862.0,0.0,69880862.0,0.0,False,False,False,230.03,34.84,237.14,310.12,-35.7,2.9,2.9,3180.0,26.5,6.0,22.0,-8.0,2.06,18.3,0.03,True,16.0,0.22,15,18,5,0,38,Fundamental Watch
PREMIERPOL,PREMIER POLYFILM LIMITED,67638746.0,1214969.0,7,17-06-2026,1214969.0,7,67638746.0,55.67,0.0,0,6.76,67638746.0,5525660.0,62113086.0,8.17,True,False,False,90.3,67.46,71.64,55.91,71.8,62.2,62.2,945.0,27.0,19.0,13.52,34.0,0.87,30.8,0.0,True,15.38,0.715,23,25,30,0,78,Strong Buy Setup
THANGAMAYL,THANGAMAYIL JEWELLERY LIMITED,67097647.0,12935.0,5,24-08-2026,12935.0,5,67097647.0,5187.29,0.0,0,6.71,67097647.0,0.0,67097647.0,0.0,False,False,False,5397.0,67.16,5884.83,4236.1,48.5,4.0,4.0,16771.0,42.7,83.0,145.0,264.0,27.38,25.5,0.64,True,5.0,0.04,20,32,20,0,72,Strong Buy Setup
AURUM,Aurum PropTech Limited,60325141.0,315000.0,15,29-06-2026,315000.0,15,60325141.0,191.51,0.0,0,6.03,60325141.0,0.0,60325141.0,0.0,False,False,False,236.46,50.34,223.94,188.28,32.2,23.5,23.5,1708.0,265.0,-48.0,-3.0,2250.0,6.59,1.28,0.01,False,-5760.0,0.353,20,10,30,-5,55,Buy on Breakout
HCLTECH,HCL Technologies Limited,52192113.0,47261.0,1,12-06-2026,47261.0,1,52192113.0,1104.34,0.0,0,5.22,52192113.0,0.0,52192113.0,0.0,False,False,False,1315.8,60.82,1237.89,1399.77,-10.3,19.1,19.1,357334.0,19.6,7.0,4158.0,44.0,25.89,53.4,0.04,True,29.0,0.001,12,30,10,0,52,Buy on Breakout
ALEMBICLTD,Alembic Limited,50207146.0,570095.0,2,19-08-2026,570095.0,2,50207146.0,88.07,0.0,0,5.02,50207146.0,0.0,50207146.0,0.0,False,False,False,94.66,70.88,89.72,92.01,-1.0,7.5,7.5,2431.0,19.9,8.0,14.0,-14.0,0.57,16.9,0.01,True,30.0,0.206,17,13,20,0,50,Buy on Breakout
STEL,STEL HOLDINGS LIMITED,47496294.0,84778.0,33,21-08-2026,84778.0,33,47496294.0,560.24,0.0,0,4.75,47496294.0,0.0,47496294.0,0.0,False,False,False,613.4,64.68,571.06,501.38,28.5,9.5,9.5,1133.0,57.7,21.0,-0.11,23.0,-0.07,1.58,0.0,False,-110.0,0.419,20,15,30,-2,63,Buy on Breakout
NCLIND,NCL INDUSTRIES LIMITED,47284049.0,268331.0,29,24-08-2026,268331.0,29,47284049.0,176.22,0.0,0,4.73,47284049.0,0.0,47284049.0,0.0,False,False,False,174.13,44.48,183.46,185.81,-8.2,-1.2,1.2,786.0,6.34,4.0,40.0,191.0,3.81,14.5,0.25,True,12.0,0.602,20,21,0,0,41,Watchlist
LIBERTSHOE,LIBERTY SHOES LIMITED,34642450.0,135000.0,7,19-08-2026,135000.0,7,34642450.0,256.61,0.0,0,3.46,34642450.0,2774200.0,31868250.0,8.01,True,False,False,247.15,58.5,258.7,260.65,-4.6,-3.7,3.7,421.0,49.4,6.0,13.51,-39.0,0.4,7.91,0.71,True,7.95,0.822,18,6,0,0,24,Avoid
GEMAROMA,Gem Aromatics Limited,34481167.0,228760.0,2,04-06-2026,228760.0,2,34481167.0,150.73,0.0,0,3.45,34481167.0,0.0,34481167.0,0.0,False,False,False,172.8,55.06,184.39,173.01,-11.5,14.6,14.6,902.0,32.9,-22.0,8.51,-44.0,1.39,9.1,0.19,True,10.25,0.382,17,9,15,0,41,Watchlist
KCP,KCP LIMITED,33608678.0,208674.0,8,30-06-2026,208674.0,8,33608678.0,161.06,0.0,0,3.36,33608678.0,5240000.0,28368678.0,15.59,True,False,False,177.06,43.93,164.62,168.18,5.2,9.9,9.9,2278.0,19.3,10.0,18.51,186.0,0.04,14.3,0.49,True,4.76,0.147,13,21,25,-2,57,Buy on Breakout
GREENPANEL,Greenpanel Industries Limited,30280183.0,164719.0,1,22-05-2026,164719.0,1,30280183.0,183.83,0.0,0,3.03,30280183.0,0.0,30280183.0,0.0,False,False,False,156.34,53.12,187.68,211.06,-28.4,-15.0,15.0,1919.0,286.0,12.0,29.89,-69.0,0.1,-0.4,0.27,True,8.54,0.158,12,14,0,-3,23,Avoid
RGL,Renaissance Global Limited,30063761.0,297965.0,2,11-06-2026,297965.0,2,30063761.0,100.9,0.0,0,3.01,30063761.0,0.0,30063761.0,0.0,False,False,False,132.87,69.56,119.19,115.34,18.7,31.7,31.7,1424.0,49.7,7.0,22.0,0.0,0.95,5.28,0.52,True,5.0,0.211,17,11,30,0,58,Buy on Breakout
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,29730147.0,100000.0,1,12-06-2026,100000.0,1,29730147.0,297.3,0.0,0,2.97,29730147.0,0.0,29730147.0,0.0,False,False,False,320.1,67.69,332.75,351.87,-10.6,7.7,7.7,1078.0,19.2,12.0,29.0,20.0,4.07,11.5,0.47,True,17.0,0.276,22,21,5,0,48,Watchlist
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,27753590.0,122664.0,4,30-07-2026,122664.0,4,27753590.0,226.26,0.0,0,2.78,27753590.0,0.0,27753590.0,0.0,False,False,False,227.16,42.78,227.19,242.72,-18.7,0.4,0.4,1429.0,17.0,6.0,44.0,1.0,5.33,5.09,0.0,True,9.0,0.195,15,14,5,0,34,Fundamental Watch
MANINFRA,MAN INFRACONSTRUCTION LIMITED,26297500.0,250000.0,1,25-06-2026,250000.0,1,26297500.0,105.19,0.0,0,2.63,26297500.0,0.0,26297500.0,0.0,False,False,False,113.86,67.15,104.79,112.76,1.7,8.2,8.2,4603.0,30.0,-25.0,71.0,-11.0,1.48,10.7,0.0,True,69.0,0.057,17,14,20,0,51,Buy on Breakout
LAOPALA,LA OPALA RG LIMITED,26086669.0,150000.0,3,08-06-2026,150000.0,3,26086669.0,173.91,0.0,0,2.61,26086669.0,0.0,26086669.0,0.0,False,False,False,170.88,65.64,184.52,191.78,-13.1,-1.7,1.7,1896.0,20.0,-3.0,26.0,-4.0,2.36,14.2,0.01,True,36.0,0.138,20,14,0,0,34,Fundamental Watch
LANDMARK,Landmark Cars Limited,20373286.0,53600.0,6,10-06-2026,53600.0,6,20373286.0,380.1,0.0,0,2.04,20373286.0,0.0,20373286.0,0.0,False,False,False,528.45,52.87,492.76,452.45,24.1,39.0,39.0,2203.0,49.4,26.0,26.0,-1.0,2.8,9.59,0.19,True,14.0,0.093,15,19,30,0,64,Buy on Breakout
