Symbol,Company Name,TotalIssuedShares,PromoterHoldingShares,PromoterHoldingPctTotal,PromoterEncumberedShares,PromoterEncumberedPctPromoter,PromoterEncumberedPctTotal,PromoterEncumberedValueCr,PromoterDisclosure,DepositoryPledgedShares,TotalDematShares,DepositoryPledgePctDemat,DepositoryPledgedValueCr,SourceURL,RetrievedAt,Status
CONFIPET,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/CONFIPET,2026-09-15T04:39:59.662878+00:00,ERROR: TypeError
GANDHAR,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/GANDHAR,2026-09-15T04:40:34.433964+00:00,ERROR: TypeError
INDORAMA,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/INDORAMA,2026-09-15T04:41:08.955617+00:00,ERROR: TypeError
NURECA,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/NURECA,2026-09-15T04:41:43.506281+00:00,ERROR: TypeError
SIGIND,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/SIGIND,2026-09-15T04:42:17.441921+00:00,ERROR: TypeError
PLASTIBLEN,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/PLASTIBLEN,2026-09-15T04:42:51.636561+00:00,ERROR: TypeError
BHAGERIA,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/BHAGERIA,2026-09-15T04:43:25.717840+00:00,ERROR: TypeError
PKTEA,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/PKTEA,2026-09-15T04:43:59.758224+00:00,ERROR: TypeError
ALEMBICLTD,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/ALEMBICLTD,2026-09-15T04:44:33.804616+00:00,ERROR: TypeError
DIAMONDYD,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/DIAMONDYD,2026-09-15T04:45:07.815482+00:00,ERROR: TypeError
THANGAMAYL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/THANGAMAYL,2026-09-15T04:45:41.933391+00:00,ERROR: TypeError
CHEMBONDCH,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/CHEMBONDCH,2026-09-15T04:46:15.890919+00:00,ERROR: TypeError
INDIQUBE,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/INDIQUBE,2026-09-15T04:46:49.763068+00:00,ERROR: TypeError
SRHHYPOLTD,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/SRHHYPOLTD,2026-09-15T04:47:23.977351+00:00,ERROR: TypeError
APLLTD,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/APLLTD,2026-09-15T04:47:57.891350+00:00,ERROR: TypeError
STEL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/STEL,2026-09-15T04:48:31.848570+00:00,ERROR: TypeError
AVONMORE,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/AVONMORE,2026-09-15T04:49:05.783273+00:00,ERROR: TypeError
OBCL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/OBCL,2026-09-15T04:49:39.743642+00:00,ERROR: TypeError
CHEMBOND,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/CHEMBOND,2026-09-15T04:50:13.803544+00:00,ERROR: TypeError
ASAHISONG,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/ASAHISONG,2026-09-15T04:50:48.552724+00:00,ERROR: TypeError
PNGSREVA,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/PNGSREVA,2026-09-15T04:51:22.512384+00:00,ERROR: TypeError
MAHSEAMLES,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/MAHSEAMLES,2026-09-15T04:51:56.430588+00:00,ERROR: TypeError
UYFINCORP,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/UYFINCORP,2026-09-15T04:52:30.363327+00:00,ERROR: TypeError
PREMIERPOL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/PREMIERPOL,2026-09-15T04:53:04.350083+00:00,ERROR: TypeError
SILVERTUC,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/SILVERTUC,2026-09-15T04:53:38.477834+00:00,ERROR: TypeError
EIEL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/EIEL,2026-09-15T04:54:12.518592+00:00,ERROR: TypeError
SINCLAIR,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/SINCLAIR,2026-09-15T04:54:46.530189+00:00,ERROR: TypeError
SENCO,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/SENCO,2026-09-15T04:55:20.523593+00:00,ERROR: TypeError
VSTL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/VSTL,2026-09-15T04:55:54.507812+00:00,ERROR: TypeError
GANESHCP,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/GANESHCP,2026-09-15T04:56:28.625542+00:00,ERROR: TypeError
KABRAEXTRU,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/KABRAEXTRU,2026-09-15T04:57:02.636896+00:00,ERROR: TypeError
BAJAJHCARE,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/BAJAJHCARE,2026-09-15T04:57:36.644172+00:00,ERROR: TypeError
NRL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/NRL,2026-09-15T04:58:10.610111+00:00,ERROR: TypeError
GOKUL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/GOKUL,2026-09-15T04:58:44.545555+00:00,ERROR: TypeError
DOLLAR,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/DOLLAR,2026-09-15T04:59:18.727417+00:00,ERROR: TypeError
BERGEPAINT,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/BERGEPAINT,2026-09-15T04:59:52.683546+00:00,ERROR: TypeError
TAINWALCHM,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/TAINWALCHM,2026-09-15T05:00:26.797317+00:00,ERROR: TypeError
HCLTECH,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/HCLTECH,2026-09-15T05:01:00.903963+00:00,ERROR: TypeError
MANINFRA,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/MANINFRA,2026-09-15T05:01:34.867843+00:00,ERROR: TypeError
HEXAGON,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/HEXAGON,2026-09-15T05:02:09.056846+00:00,ERROR: TypeError
SGIL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/SGIL,2026-09-15T05:02:43.095822+00:00,ERROR: TypeError
PGHH,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/PGHH,2026-09-15T05:03:17.324744+00:00,ERROR: TypeError
VIVIANA,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/VIVIANA,2026-09-15T05:03:51.300458+00:00,ERROR: TypeError
MOTOGENFIN,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/MOTOGENFIN,2026-09-15T05:04:25.400012+00:00,ERROR: TypeError
OMPOWER,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/OMPOWER,2026-09-15T05:04:59.508320+00:00,ERROR: TypeError
AMANTA,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/AMANTA,2026-09-15T05:05:33.506875+00:00,ERROR: TypeError
ARSSBL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/ARSSBL,2026-09-15T05:06:07.658221+00:00,ERROR: TypeError
BMWVENTLTD,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/BMWVENTLTD,2026-09-15T05:06:41.750395+00:00,ERROR: TypeError
TRUALT,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/TRUALT,2026-09-15T05:07:15.708891+00:00,ERROR: TypeError
SANDUMA,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/SANDUMA,2026-09-15T05:07:49.705981+00:00,ERROR: TypeError
JINDALSTEL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/JINDALSTEL,2026-09-15T05:08:23.745754+00:00,ERROR: TypeError
TIGERLOGS,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/TIGERLOGS,2026-09-15T05:08:57.638579+00:00,ERROR: TypeError
GRMOVER,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/GRMOVER,2026-09-15T05:09:31.687410+00:00,ERROR: TypeError
MBEL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/MBEL,2026-09-15T05:10:05.626439+00:00,ERROR: TypeError
WCIL,,,,,,,,,,,,,,https://www.nseindia.com/get-quote/equity/WCIL,2026-09-15T05:10:39.884463+00:00,ERROR: TypeError
