Symbol,PromoterEntity,WindowDays,BuyTransactions,BuyValue,SellTransactions,SellValue,NetBuyValue,FirstTransactionDate,LastTransactionDate
ALEMBICLTD,Nirayu  Private Limited,7,0,0.0,0,0.0,0.0,17-08-2026,02-09-2026
ALEMBICLTD,Nirayu  Private Limited,15,3,23357076.0,0,0.0,23357076.0,17-08-2026,02-09-2026
ALEMBICLTD,Nirayu  Private Limited,30,6,85826103.0,0,0.0,85826103.0,17-08-2026,02-09-2026
ALEMBICLTD,Nirayu  Private Limited,60,6,85826103.0,0,0.0,85826103.0,17-08-2026,02-09-2026
ALEMBICLTD,Nirayu  Private Limited,90,6,85826103.0,0,0.0,85826103.0,17-08-2026,02-09-2026
AMANTA,Bhavesh Girishbhai Patel,7,0,0.0,0,0.0,0.0,17-06-2026,30-06-2026
AMANTA,Bhavesh Girishbhai Patel,15,0,0.0,0,0.0,0.0,17-06-2026,30-06-2026
AMANTA,Bhavesh Girishbhai Patel,30,0,0.0,0,0.0,0.0,17-06-2026,30-06-2026
AMANTA,Bhavesh Girishbhai Patel,60,0,0.0,0,0.0,0.0,17-06-2026,30-06-2026
AMANTA,Bhavesh Girishbhai Patel,90,0,0.0,0,0.0,0.0,17-06-2026,30-06-2026
AMANTA,Jitendrakumar Jashbhai Patel,7,0,0.0,0,0.0,0.0,18-06-2026,18-06-2026
AMANTA,Jitendrakumar Jashbhai Patel,15,0,0.0,0,0.0,0.0,18-06-2026,18-06-2026
AMANTA,Jitendrakumar Jashbhai Patel,30,0,0.0,0,0.0,0.0,18-06-2026,18-06-2026
AMANTA,Jitendrakumar Jashbhai Patel,60,0,0.0,0,0.0,0.0,18-06-2026,18-06-2026
AMANTA,Jitendrakumar Jashbhai Patel,90,1,2429680.0,0,0.0,2429680.0,18-06-2026,18-06-2026
AMANTA,Kirit Ambalal Desai,7,0,0.0,0,0.0,0.0,15-06-2026,30-06-2026
AMANTA,Kirit Ambalal Desai,15,0,0.0,0,0.0,0.0,15-06-2026,30-06-2026
AMANTA,Kirit Ambalal Desai,30,0,0.0,0,0.0,0.0,15-06-2026,30-06-2026
AMANTA,Kirit Ambalal Desai,60,0,0.0,0,0.0,0.0,15-06-2026,30-06-2026
AMANTA,Kirit Ambalal Desai,90,0,0.0,0,0.0,0.0,15-06-2026,30-06-2026
APLLTD,Nirayu Private Limited,7,0,0.0,0,0.0,0.0,17-06-2026,18-06-2026
APLLTD,Nirayu Private Limited,15,0,0.0,0,0.0,0.0,17-06-2026,18-06-2026
APLLTD,Nirayu Private Limited,30,0,0.0,0,0.0,0.0,17-06-2026,18-06-2026
APLLTD,Nirayu Private Limited,60,0,0.0,0,0.0,0.0,17-06-2026,18-06-2026
APLLTD,Nirayu Private Limited,90,1,2437173.0,0,0.0,2437173.0,17-06-2026,18-06-2026
ARSSBL,Asha Biyani,7,0,0.0,0,0.0,0.0,16-06-2026,16-06-2026
ARSSBL,Asha Biyani,15,0,0.0,0,0.0,0.0,16-06-2026,16-06-2026
ARSSBL,Asha Biyani,30,0,0.0,0,0.0,0.0,16-06-2026,16-06-2026
ARSSBL,Asha Biyani,60,0,0.0,0,0.0,0.0,16-06-2026,16-06-2026
ARSSBL,Asha Biyani,90,0,0.0,0,0.0,0.0,16-06-2026,16-06-2026
ASAHISONG,Arjun Gokul Jaykrishna,7,0,0.0,0,0.0,0.0,11-08-2026,11-08-2026
ASAHISONG,Arjun Gokul Jaykrishna,15,0,0.0,0,0.0,0.0,11-08-2026,11-08-2026
ASAHISONG,Arjun Gokul Jaykrishna,30,0,0.0,0,0.0,0.0,11-08-2026,11-08-2026
ASAHISONG,Arjun Gokul Jaykrishna,60,1,3381000.0,0,0.0,3381000.0,11-08-2026,11-08-2026
ASAHISONG,Arjun Gokul Jaykrishna,90,1,3381000.0,0,0.0,3381000.0,11-08-2026,11-08-2026
AVONMORE,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,7,3,3293200.0,0,0.0,3293200.0,10-08-2026,11-09-2026
AVONMORE,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,15,8,6351341.0,0,0.0,6351341.0,10-08-2026,11-09-2026
AVONMORE,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,30,18,14063235.0,0,0.0,14063235.0,10-08-2026,11-09-2026
AVONMORE,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,60,22,21553624.0,0,0.0,21553624.0,10-08-2026,11-09-2026
AVONMORE,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,90,22,21553624.0,0,0.0,21553624.0,10-08-2026,11-09-2026
BAJAJHCARE,ANIL CHAMPALAL JAIN,7,0,0.0,0,0.0,0.0,12-06-2026,12-06-2026
BAJAJHCARE,ANIL CHAMPALAL JAIN,15,0,0.0,0,0.0,0.0,12-06-2026,12-06-2026
BAJAJHCARE,ANIL CHAMPALAL JAIN,30,0,0.0,0,0.0,0.0,12-06-2026,12-06-2026
BAJAJHCARE,ANIL CHAMPALAL JAIN,60,0,0.0,0,0.0,0.0,12-06-2026,12-06-2026
BAJAJHCARE,ANIL CHAMPALAL JAIN,90,0,0.0,0,0.0,0.0,12-06-2026,12-06-2026
BERGEPAINT,Mr Kanwardip Singh Dhingra,7,0,0.0,0,0.0,0.0,07-09-2026,07-09-2026
BERGEPAINT,Mr Kanwardip Singh Dhingra,15,1,9599954.0,0,0.0,9599954.0,07-09-2026,07-09-2026
BERGEPAINT,Mr Kanwardip Singh Dhingra,30,1,9599954.0,0,0.0,9599954.0,07-09-2026,07-09-2026
BERGEPAINT,Mr Kanwardip Singh Dhingra,60,1,9599954.0,0,0.0,9599954.0,07-09-2026,07-09-2026
BERGEPAINT,Mr Kanwardip Singh Dhingra,90,1,9599954.0,0,0.0,9599954.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Anshana Sawhney,7,0,0.0,0,0.0,0.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Anshana Sawhney,15,1,7197659.0,0,0.0,7197659.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Anshana Sawhney,30,1,7197659.0,0,0.0,7197659.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Anshana Sawhney,60,1,7197659.0,0,0.0,7197659.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Anshana Sawhney,90,1,7197659.0,0,0.0,7197659.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Jessima Kumar,7,0,0.0,0,0.0,0.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Jessima Kumar,15,1,12030894.0,0,0.0,12030894.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Jessima Kumar,30,1,12030894.0,0,0.0,12030894.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Jessima Kumar,60,1,12030894.0,0,0.0,12030894.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Jessima Kumar,90,1,12030894.0,0,0.0,12030894.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Sunaina Kohli,7,0,0.0,0,0.0,0.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Sunaina Kohli,15,1,7193875.0,0,0.0,7193875.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Sunaina Kohli,30,1,7193875.0,0,0.0,7193875.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Sunaina Kohli,60,1,7193875.0,0,0.0,7193875.0,07-09-2026,07-09-2026
BERGEPAINT,Ms Sunaina Kohli,90,1,7193875.0,0,0.0,7193875.0,07-09-2026,07-09-2026
BERGEPAINT,MsRishma Kaur,7,0,0.0,0,0.0,0.0,07-09-2026,07-09-2026
BERGEPAINT,MsRishma Kaur,15,1,12413936.0,0,0.0,12413936.0,07-09-2026,07-09-2026
BERGEPAINT,MsRishma Kaur,30,1,12413936.0,0,0.0,12413936.0,07-09-2026,07-09-2026
BERGEPAINT,MsRishma Kaur,60,1,12413936.0,0,0.0,12413936.0,07-09-2026,07-09-2026
BERGEPAINT,MsRishma Kaur,90,1,12413936.0,0,0.0,12413936.0,07-09-2026,07-09-2026
BHAGERIA,Aditya Bhageria,7,0,0.0,0,0.0,0.0,20-08-2026,26-08-2026
BHAGERIA,Aditya Bhageria,15,0,0.0,0,0.0,0.0,20-08-2026,26-08-2026
BHAGERIA,Aditya Bhageria,30,6,9479950.0,0,0.0,9479950.0,20-08-2026,26-08-2026
BHAGERIA,Aditya Bhageria,60,6,9479950.0,0,0.0,9479950.0,20-08-2026,26-08-2026
BHAGERIA,Aditya Bhageria,90,6,9479950.0,0,0.0,9479950.0,20-08-2026,26-08-2026
BMWVENTLTD,SHIVANSH KISHOREPURIA,7,0,0.0,0,0.0,0.0,05-08-2026,06-08-2026
BMWVENTLTD,SHIVANSH KISHOREPURIA,15,0,0.0,0,0.0,0.0,05-08-2026,06-08-2026
BMWVENTLTD,SHIVANSH KISHOREPURIA,30,0,0.0,0,0.0,0.0,05-08-2026,06-08-2026
BMWVENTLTD,SHIVANSH KISHOREPURIA,60,3,14131069.0,0,0.0,14131069.0,05-08-2026,06-08-2026
BMWVENTLTD,SHIVANSH KISHOREPURIA,90,3,14131069.0,0,0.0,14131069.0,05-08-2026,06-08-2026
CHEMBOND,Raunaq Sameer Shah,7,0,0.0,0,0.0,0.0,03-09-2026,03-09-2026
