Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
ASTERDM,Aster DM Quality Care Limited,3795783565.0,4996797.0,3,02-09-2026,4996797.0,3,3795783565.0,759.64,0.0,0,379.58,3795783565.0,0.0,3795783565.0,0.0,False,False,False,785.75,41.88,782.67,,,3.4,3.4,68492.0,221.0,15.0,147.0,-4.0,-0.28,10.8,0.31,True,20.0,0.554,20,14,10,-3,41,Watchlist
MSPL,MSP STEEL & POWER LTD,1164730334.0,27790849.0,24,22-06-2026,27790849.0,24,1164730334.0,41.91,0.0,0,116.47,1164730334.0,0.0,1164730334.0,0.0,False,False,False,35.4,41.61,35.95,,,-15.5,15.5,2006.0,14.4,4.0,53.0,890.0,0.39,9.71,0.31,True,6.0,5.806,20,21,0,0,41,Watchlist
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,823889900.0,11320110.0,9,26-08-2026,11320110.0,9,823889900.0,72.78,0.0,0,82.39,823889900.0,0.0,823889900.0,0.0,False,False,False,82.48,61.32,73.04,,,13.3,13.3,2740.0,21.5,75.0,136.0,54.0,1.83,10.9,0.4,True,6.0,3.007,20,26,20,0,66,Strong Buy Setup
DIAMONDYD,Prataap Snacks Limited,595794044.0,507506.0,4,07-08-2026,507506.0,4,595794044.0,1173.96,0.0,0,59.58,595794044.0,0.0,595794044.0,0.0,False,False,False,1158.3,69.75,1146.57,,,-1.3,1.3,2772.0,217.0,6.0,19.05,194.0,1.03,3.08,0.06,True,3.87,2.149,25,21,5,-5,46,Watchlist
THOMASCOOK,THOMAS COOK (INDIA) LIMITED,483974535.0,4427617.0,4,11-06-2026,4427617.0,4,483974535.0,109.31,0.0,0,48.4,483974535.0,0.0,483974535.0,0.0,False,False,False,111.65,72.34,107.36,,,2.1,2.1,5252.0,42.1,0.0,42.0,8.0,1.25,9.71,0.06,True,5.0,0.922,25,14,10,0,49,Watchlist
NIITLTD,NIIT Limited,443188525.0,4613000.0,14,31-08-2026,4613000.0,14,443188525.0,96.07,0.0,0,44.32,443188525.0,0.0,443188525.0,0.0,False,False,False,98.96,34.81,94.86,,,3.0,3.0,1356.0,163.0,34.0,-2.0,-78.0,0.79,-0.32,0.0,False,-2.2,3.268,20,8,10,-5,33,Fundamental Watch
SUMEETINDS,SUMEET INDUSTRIES LIMITED,235458000.0,15900000.0,5,14-08-2026,15900000.0,5,235458000.0,14.81,0.0,0,23.55,235458000.0,0.0,235458000.0,0.0,False,False,False,11.5,21.07,22.39,,,-22.3,22.3,799.0,32.3,9.0,8.47,128.0,0.02,14.4,0.76,False,3.11,2.947,20,7,0,-2,25,Avoid
JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD,111816242.0,1263712.0,3,18-08-2026,1263712.0,3,111816242.0,88.48,0.0,0,11.18,111816242.0,0.0,111816242.0,0.0,False,False,False,98.95,50.68,88.79,,,11.8,11.8,286.0,,6.0,5.54,-147.0,-2.14,0.93,1.09,False,2.73,3.909,20,0,20,-2,38,Fundamental Watch
GRMOVER,GRM OVERSEAS LIMITED,108709329.0,1137827.0,6,24-06-2026,1137827.0,6,108709329.0,95.54,0.0,0,10.87,108709329.0,0.0,108709329.0,0.0,False,False,False,87.53,71.72,103.25,,,-8.4,8.4,1814.0,32.7,39.0,31.0,8.0,0.9,11.3,0.67,False,9.0,0.599,25,10,0,0,35,Fundamental Watch
TRUALT,TRUALT BIOENERGY LIMITED,102230903.0,215306.0,5,12-08-2026,215306.0,5,102230903.0,474.82,0.0,0,10.22,102230903.0,0.0,102230903.0,0.0,False,False,False,425.25,70.55,443.65,,,-10.4,10.4,3647.0,25.5,2.0,127.0,-14.0,6.41,9.89,1.05,False,21.0,0.28,25,5,0,0,30,Fundamental Watch
