Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
MSPL,MSP STEEL & POWER LIMITED,1164730334.0,27790849.0,24,22-06-2026,27790849.0,24,1164730334.0,41.91,0.0,0,116.47,1164730334.0,0.0,1164730334.0,0.0,False,False,False,33.78,41.61,38.05,35.61,4.5,-19.4,19.4,1915.0,13.7,4.0,53.0,890.0,0.39,9.71,0.31,True,6.0,6.082,20,21,10,0,51,Buy on Breakout
THOMASCOOK,THOMAS COOK (INDIA) LIMITED,483974535.0,4427617.0,4,11-06-2026,4427617.0,4,483974535.0,109.31,0.0,0,48.4,483974535.0,0.0,483974535.0,0.0,False,False,False,113.43,72.34,105.64,115.26,2.6,3.8,3.8,5360.0,43.0,0.0,42.0,8.0,1.25,9.71,0.06,True,5.0,0.903,25,14,15,0,54,Buy on Breakout
NIITLTD,NIIT Limited,479993631.0,5418000.0,8,09-06-2026,5418000.0,8,479993631.0,88.59,0.0,0,48.0,479993631.0,0.0,479993631.0,0.0,False,False,False,99.1,34.81,97.76,83.77,28.3,11.9,11.9,1357.0,163.0,34.0,-2.0,-78.0,0.79,-0.32,0.0,False,-2.2,3.537,20,8,30,-5,53,Buy on Breakout
EUROPRATIK,Euro Pratik Sales Limited,316533310.0,1218676.0,5,29-05-2026,1218676.0,5,316533310.0,259.74,0.0,0,31.65,316533310.0,0.0,316533310.0,0.0,False,False,False,267.4,70.09,295.71,279.11,10.3,2.9,2.9,2733.0,47.6,-3.0,11.0,3.0,1.05,29.6,0.03,True,24.0,1.158,25,13,15,0,53,Buy on Breakout
SUMEETINDS,SUMEET INDUSTRIES LIMITED,235458000.0,15900000.0,5,14-08-2026,15900000.0,5,235458000.0,14.81,0.0,0,23.55,235458000.0,0.0,235458000.0,0.0,False,False,False,13.18,21.07,24.84,28.2,-45.3,-11.0,11.0,917.0,37.1,9.0,8.47,128.0,0.02,14.4,0.76,False,3.11,2.568,20,7,0,-2,25,Avoid
APLLTD,Alembic Pharmaceuticals Limited,196758774.0,261110.0,6,18-06-2026,261110.0,6,196758774.0,753.55,0.0,0,19.68,196758774.0,0.0,196758774.0,0.0,False,False,False,816.9,69.61,810.99,794.5,5.1,8.4,8.4,16082.0,20.4,16.0,346.0,88.0,10.02,12.3,0.21,True,19.0,0.122,20,26,30,0,76,Strong Buy Setup
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,127243563.0,225376.0,11,21-08-2026,225376.0,11,127243563.0,564.58,0.0,0,12.72,127243563.0,0.0,127243563.0,0.0,False,False,False,445.2,57.33,489.01,499.91,-0.5,-21.1,21.1,991.0,17.5,13.0,15.0,35.0,5.02,22.1,0.02,True,21.0,1.284,20,20,0,0,40,Watchlist
JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD,111816242.0,1263712.0,3,18-08-2026,1263712.0,3,111816242.0,88.48,0.0,0,11.18,111816242.0,0.0,111816242.0,0.0,False,False,False,103.7,50.68,86.82,86.39,22.7,17.2,17.2,300.0,,6.0,5.54,-147.0,-2.14,0.93,1.09,False,2.73,3.727,20,0,30,-2,48,Watchlist
GRMOVER,GRM OVERSEAS LIMITED,108709329.0,1137827.0,6,24-06-2026,1137827.0,6,108709329.0,95.54,0.0,0,10.87,108709329.0,0.0,108709329.0,0.0,False,False,False,90.24,71.72,91.84,198.48,-44.6,-5.5,5.5,1871.0,33.8,39.0,31.0,8.0,0.9,11.3,0.67,False,9.0,0.581,25,10,0,0,35,Fundamental Watch
TRUALT,TRUALT BIOENERGY LIMITED,102230903.0,215306.0,5,12-08-2026,215306.0,5,102230903.0,474.82,0.0,0,10.22,102230903.0,0.0,102230903.0,0.0,False,False,False,441.85,70.55,455.09,434.21,7.9,-6.9,6.9,3789.0,26.5,2.0,127.0,-14.0,6.41,9.89,1.05,False,21.0,0.27,25,5,15,0,45,Watchlist
