Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
MSPL,MSP STEEL & POWER LIMITED,1164730334.0,27790849.0,24,22-06-2026,27790849.0,24,1164730334.0,41.91,0.0,0,116.47,1164730334.0,0.0,1164730334.0,0.0,False,False,False,34.2,41.61,38.2,35.61,11.6,-18.4,18.4,1944.0,13.9,4.0,53.0,890.0,0.39,9.71,0.31,True,6.0,5.991,20,21,10,0,51,Buy on Breakout
THOMASCOOK,THOMAS COOK (INDIA) LIMITED,483974535.0,4427617.0,4,11-06-2026,4427617.0,4,483974535.0,109.31,0.0,0,48.4,483974535.0,0.0,483974535.0,0.0,False,False,False,113.81,72.34,105.57,115.51,1.4,4.1,4.1,5323.0,42.7,0.0,42.0,8.0,1.25,9.69,0.06,True,5.0,0.909,25,14,15,0,54,Buy on Breakout
NIITLTD,NIIT Limited,479993631.0,5418000.0,8,09-06-2026,5418000.0,8,479993631.0,88.59,0.0,0,48.0,479993631.0,0.0,479993631.0,0.0,False,False,False,93.71,34.81,97.52,83.8,25.7,5.8,5.8,1283.0,154.0,34.0,-2.0,-78.0,0.79,-0.32,0.0,False,-2.2,3.741,20,8,25,-5,48,Watchlist
EUROPRATIK,Euro Pratik Sales Limited,316533310.0,1218676.0,5,29-05-2026,1218676.0,5,316533310.0,259.74,0.0,0,31.65,316533310.0,0.0,316533310.0,0.0,False,False,False,262.0,70.09,295.83,279.37,11.9,0.9,0.9,2689.0,46.8,-3.0,11.0,3.0,1.05,29.6,0.03,True,24.0,1.177,25,13,15,0,53,Buy on Breakout
SUMEETINDS,SUMEET INDUSTRIES LIMITED,235458000.0,15900000.0,5,14-08-2026,15900000.0,5,235458000.0,14.81,0.0,0,23.55,235458000.0,0.0,235458000.0,0.0,False,False,False,13.47,21.07,25.06,28.3,-45.0,-9.0,9.0,939.0,38.0,9.0,8.47,128.0,0.02,14.4,0.76,False,3.11,2.508,20,7,0,-2,25,Avoid
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,200781237.0,356154.0,12,20-08-2026,356154.0,12,200781237.0,563.75,0.0,0,20.08,200781237.0,0.0,200781237.0,0.0,False,False,False,443.0,57.33,491.43,500.72,-2.5,-21.4,21.4,987.0,17.4,13.0,15.0,35.0,5.02,22.1,0.02,True,21.0,2.034,20,20,0,0,40,Watchlist
APLLTD,Alembic Pharmaceuticals Limited,196758774.0,261110.0,6,18-06-2026,261110.0,6,196758774.0,753.55,0.0,0,19.68,196758774.0,0.0,196758774.0,0.0,False,False,False,818.75,69.61,809.51,794.92,6.7,8.7,8.7,16153.0,20.5,16.0,346.0,88.0,10.02,12.3,0.21,True,19.0,0.122,20,26,30,0,76,Strong Buy Setup
JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD,111816242.0,1263712.0,3,18-08-2026,1263712.0,3,111816242.0,88.48,0.0,0,11.18,111816242.0,0.0,111816242.0,0.0,False,False,False,101.6,50.68,86.49,86.36,20.6,14.8,14.8,294.0,,6.0,5.54,-147.0,-2.14,0.93,1.09,False,2.73,3.803,20,0,30,-2,48,Watchlist
GRMOVER,GRM OVERSEAS LIMITED,108709329.0,1137827.0,6,24-06-2026,1137827.0,6,108709329.0,95.54,0.0,0,10.87,108709329.0,0.0,108709329.0,0.0,False,False,False,86.65,71.72,91.9,200.17,-46.9,-9.3,9.3,1797.0,32.4,39.0,31.0,8.0,0.9,11.3,0.67,False,9.0,0.605,25,10,0,0,35,Fundamental Watch
TRUALT,TRUALT BIOENERGY LIMITED,102230903.0,215306.0,5,12-08-2026,215306.0,5,102230903.0,474.82,0.0,0,10.22,102230903.0,0.0,102230903.0,0.0,False,False,False,449.3,70.55,456.28,434.28,8.1,-5.4,5.4,3826.0,26.8,2.0,127.0,-14.0,6.41,9.89,1.05,False,21.0,0.267,25,5,15,0,45,Watchlist
