Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
MSPL,MSP STEEL & POWER LIMITED,1164730334.0,27790849.0,24,22-06-2026,27790849.0,24,1164730334.0,41.91,0.0,0,116.47,1164730334.0,0.0,1164730334.0,0.0,False,False,False,33.86,41.61,38.32,35.61,8.9,-19.2,19.2,1928.0,13.8,4.0,53.0,890.0,0.39,9.71,0.31,True,6.0,6.041,20,21,10,0,51,Buy on Breakout
EUROPRATIK,Euro Pratik Sales Limited,927141636.0,3499856.0,8,29-05-2026,3499856.0,8,927141636.0,264.91,0.0,0,92.71,927141636.0,0.0,927141636.0,0.0,False,False,False,266.8,70.09,295.63,279.57,13.8,0.7,0.7,2722.0,47.4,-3.0,11.0,3.0,1.05,29.6,0.03,True,24.0,3.406,25,13,15,0,53,Buy on Breakout
THOMASCOOK,THOMAS COOK (INDIA) LIMITED,483974535.0,4427617.0,4,11-06-2026,4427617.0,4,483974535.0,109.31,0.0,0,48.4,483974535.0,0.0,483974535.0,0.0,False,False,False,103.0,72.34,105.47,115.76,-10.1,-5.8,5.8,4773.0,38.3,0.0,42.0,8.0,1.25,9.69,0.06,True,5.0,1.014,25,14,0,0,39,Fundamental Watch
NIITLTD,NIIT Limited,479993631.0,5418000.0,8,09-06-2026,5418000.0,8,479993631.0,88.59,0.0,0,48.0,479993631.0,0.0,479993631.0,0.0,False,False,False,92.89,34.81,97.35,83.86,22.2,4.9,4.9,1269.0,153.0,34.0,-2.0,-78.0,0.79,-0.32,0.0,False,-2.2,3.783,20,8,20,-5,43,Watchlist
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,309399372.0,570298.0,12,17-08-2026,570298.0,12,309399372.0,542.52,0.0,0,30.94,309399372.0,0.0,309399372.0,0.0,False,False,False,440.0,57.33,493.46,501.53,-7.2,-18.9,18.9,980.0,17.3,13.0,15.0,35.0,5.02,22.1,0.02,True,21.0,3.157,20,20,0,0,40,Watchlist
SUMEETINDS,SUMEET INDUSTRIES LIMITED,235458000.0,15900000.0,5,14-08-2026,15900000.0,5,235458000.0,14.81,0.0,0,23.55,235458000.0,0.0,235458000.0,0.0,False,False,False,13.38,21.07,25.34,28.41,-48.8,-9.7,9.7,927.0,37.5,9.0,8.47,128.0,0.02,14.4,0.76,False,3.11,2.54,20,7,0,-2,25,Avoid
APLLTD,Alembic Pharmaceuticals Limited,196758774.0,261110.0,6,18-06-2026,261110.0,6,196758774.0,753.55,0.0,0,19.68,196758774.0,0.0,196758774.0,0.0,False,False,False,815.0,69.61,807.77,795.31,5.7,8.2,8.2,16009.0,20.3,16.0,346.0,88.0,10.02,12.3,0.21,True,19.0,0.123,20,26,30,0,76,Strong Buy Setup
JAYSREETEA,JAY SHREE TEA & INDUSTRIES LTD,111816242.0,1263712.0,3,18-08-2026,1263712.0,3,111816242.0,88.48,0.0,0,11.18,111816242.0,0.0,111816242.0,0.0,False,False,False,101.0,50.68,86.09,86.34,21.2,14.2,14.2,292.0,,6.0,5.54,-147.0,-2.14,0.93,1.09,False,2.73,3.829,20,0,25,-2,43,Watchlist
GRMOVER,GRM OVERSEAS LIMITED,108709329.0,1137827.0,6,24-06-2026,1137827.0,6,108709329.0,95.54,0.0,0,10.87,108709329.0,0.0,108709329.0,0.0,False,False,False,86.1,71.72,91.92,201.8,-47.2,-9.9,9.9,1797.0,32.4,39.0,31.0,8.0,0.9,11.3,0.67,False,9.0,0.605,25,10,0,0,35,Fundamental Watch
TRUALT,TRUALT BIOENERGY LIMITED,102230903.0,215306.0,5,12-08-2026,215306.0,5,102230903.0,474.82,0.0,0,10.22,102230903.0,0.0,102230903.0,0.0,False,False,False,464.25,70.55,457.33,434.28,10.2,-2.2,2.2,3972.0,27.8,2.0,127.0,-14.0,6.41,9.89,1.05,False,21.0,0.257,25,5,20,0,50,Buy on Breakout
